customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,sentiment_label
23859,male,26-35,east,home & kitchen,online,flipkart,5,excellent product! exceeded expectations.,positive,42,yes,no,1
23860,other,60+,central,sports,online,others,1,product stopped working after few days.,negative,53,no,yes,0
23861,female,46-60,central,beauty,online,paytm mall,1,late delivery and poor packaging.,negative,2,yes,yes,0
23862,other,36-45,central,fashion,online,others,4,fast delivery and great packaging.,positive,26,yes,no,1
23865,female,46-60,east,home & kitchen,online,meesho,1,customer service was unhelpful.,negative,33,yes,yes,0
23866,male,26-35,central,fashion,online,tata cliq,5,very satisfied with the quality.,positive,42,yes,no,1
23867,female,46-60,west,fashion,online,croma,4,"amazing experience, highly recommend!",positive,59,no,no,1
23868,female,18-25,central,fashion,online,ajio,1,product stopped working after few days.,negative,25,yes,yes,0
23869,other,46-60,central,electronics,online,lenskart,5,fast delivery and great packaging.,positive,46,yes,no,1
23870,other,18-25,central,beauty,online,amazon,2,customer service was unhelpful.,negative,28,yes,yes,0
23871,female,26-35,east,travel,online,paytm mall,1,customer service was unhelpful.,negative,43,yes,yes,0
23872,female,60+,south,groceries,online,myntra,1,customer service was unhelpful.,negative,50,no,yes,0
23873,male,46-60,central,beauty,online,amazon,1,very disappointed with the quality.,negative,3,yes,yes,0
23874,other,36-45,south,sports,online,myntra,2,late delivery and poor packaging.,negative,32,yes,yes,0
23875,other,26-35,south,sports,online,bigbasket,2,not worth the price.,negative,41,yes,yes,0
23877,female,18-25,west,beauty,online,myntra,5,"amazing experience, highly recommend!",positive,34,yes,no,1
23878,female,46-60,east,books,online,snapdeal,2,customer service was unhelpful.,negative,19,yes,yes,0
23879,other,26-35,east,fashion,online,myntra,5,"amazing experience, highly recommend!",positive,7,yes,no,1
23880,other,18-25,east,electronics,online,others,1,not worth the price.,negative,16,yes,yes,0
23881,male,36-45,central,sports,online,meesho,5,"amazing experience, highly recommend!",positive,58,no,no,1
23884,female,26-35,north,automobile,online,zepto,2,not worth the price.,negative,24,yes,yes,0
23885,female,26-35,north,home & kitchen,online,flipkart,5,excellent product! exceeded expectations.,positive,10,yes,no,1
23886,male,18-25,south,sports,online,jiomart,1,customer service was unhelpful.,negative,60,no,yes,0
23888,male,36-45,south,fashion,online,shopclues,2,late delivery and poor packaging.,negative,61,no,yes,0
23890,male,46-60,east,sports,online,facebook marketplace,5,excellent product! exceeded expectations.,positive,24,yes,no,1
23891,female,60+,north,home & kitchen,online,others,4,excellent product! exceeded expectations.,positive,25,yes,no,1
23892,female,36-45,east,travel,online,snapdeal,5,fast delivery and great packaging.,positive,6,yes,no,1
23893,female,26-35,north,fashion,online,amazon,1,very disappointed with the quality.,negative,63,no,yes,0
23894,male,60+,east,books,online,reliance digital,2,customer service was unhelpful.,negative,28,yes,yes,0
23896,female,60+,north,fashion,online,bigbasket,1,late delivery and poor packaging.,negative,11,yes,yes,0
23897,female,60+,central,groceries,online,ajio,5,excellent product! exceeded expectations.,positive,7,yes,no,1
23898,female,60+,north,home & kitchen,online,reliance digital,4,fast delivery and great packaging.,positive,65,no,no,1
23900,female,60+,east,books,online,others,5,excellent product! exceeded expectations.,positive,55,no,no,1
23901,other,26-35,central,sports,online,myntra,2,not worth the price.,negative,54,no,yes,0
23906,male,26-35,east,travel,online,shopclues,4,very satisfied with the quality.,positive,22,yes,no,1
23907,female,46-60,north,electronics,online,meesho,5,"amazing experience, highly recommend!",positive,38,yes,no,1
23908,other,18-25,south,home & kitchen,online,others,4,very satisfied with the quality.,positive,59,no,no,1
23909,male,60+,central,home & kitchen,online,jiomart,5,"amazing experience, highly recommend!",positive,64,no,no,1
23910,other,46-60,east,electronics,online,myntra,5,great value for money.,positive,71,no,no,1
23911,other,18-25,south,sports,online,flipkart,4,"amazing experience, highly recommend!",positive,27,yes,no,1
23912,female,60+,west,beauty,online,flipkart,4,"amazing experience, highly recommend!",positive,46,yes,no,1
23913,female,18-25,south,books,online,reliance digital,4,very satisfied with the quality.,positive,14,yes,no,1
23914,other,60+,north,home & kitchen,online,paytm mall,1,not worth the price.,negative,13,yes,yes,0
23916,male,46-60,west,beauty,online,shopclues,5,fast delivery and great packaging.,positive,13,yes,no,1
23917,male,46-60,north,electronics,online,reliance digital,4,excellent product! exceeded expectations.,positive,36,yes,no,1
23919,female,60+,east,groceries,online,amazon,2,very disappointed with the quality.,negative,19,yes,yes,0
23920,male,46-60,south,beauty,online,myntra,1,late delivery and poor packaging.,negative,48,no,yes,0
23922,female,46-60,south,fashion,online,nykaa,4,"amazing experience, highly recommend!",positive,68,no,no,1
23923,female,26-35,south,books,online,myntra,4,"amazing experience, highly recommend!",positive,19,yes,no,1
23924,male,18-25,east,fashion,online,lenskart,5,excellent product! exceeded expectations.,positive,22,yes,no,1
23926,other,36-45,west,groceries,online,myntra,4,fast delivery and great packaging.,positive,17,yes,no,1
23928,male,18-25,central,electronics,online,tata cliq,1,very disappointed with the quality.,negative,46,yes,yes,0
23929,female,18-25,central,fashion,online,zepto,4,fast delivery and great packaging.,positive,63,no,no,1
23931,female,18-25,south,fashion,online,nykaa,4,fast delivery and great packaging.,positive,62,no,no,1
23932,male,36-45,north,home & kitchen,online,shopclues,4,fast delivery and great packaging.,positive,40,yes,no,1
23933,other,60+,east,sports,online,jiomart,1,very disappointed with the quality.,negative,39,yes,yes,0
23936,male,60+,east,automobile,online,others,2,customer service was unhelpful.,negative,39,yes,yes,0
23937,other,18-25,east,beauty,online,myntra,2,very disappointed with the quality.,negative,12,yes,yes,0
23938,female,36-45,east,groceries,online,swiggy instamart,5,excellent product! exceeded expectations.,positive,3,yes,no,1
23939,male,60+,central,automobile,online,others,2,late delivery and poor packaging.,negative,56,no,yes,0
23940,male,46-60,east,travel,online,ajio,1,very disappointed with the quality.,negative,20,yes,yes,0
23941,other,18-25,east,books,online,jiomart,4,fast delivery and great packaging.,positive,70,no,no,1
23942,other,18-25,east,electronics,online,lenskart,1,product stopped working after few days.,negative,64,no,yes,0
23944,male,60+,west,beauty,online,croma,4,fast delivery and great packaging.,positive,49,no,no,1
23946,other,36-45,east,home & kitchen,online,shopclues,2,product stopped working after few days.,negative,51,no,yes,0
23947,male,36-45,south,home & kitchen,online,myntra,5,great value for money.,positive,52,no,no,1
23948,male,36-45,central,automobile,online,amazon,5,very satisfied with the quality.,positive,35,yes,no,1
23949,male,36-45,central,travel,online,zepto,1,very disappointed with the quality.,negative,47,yes,yes,0
23950,male,46-60,west,beauty,online,others,5,"amazing experience, highly recommend!",positive,31,yes,no,1
23951,other,26-35,central,fashion,online,amazon,4,fast delivery and great packaging.,positive,44,yes,no,1
23953,male,46-60,west,fashion,online,meesho,2,not worth the price.,negative,6,yes,yes,0
23955,other,60+,west,automobile,online,myntra,2,very disappointed with the quality.,negative,68,no,yes,0
23956,female,46-60,north,books,online,paytm mall,5,great value for money.,positive,10,yes,no,1
23957,other,46-60,east,sports,online,facebook marketplace,5,great value for money.,positive,18,yes,no,1
23958,male,60+,south,travel,online,zepto,4,great value for money.,positive,10,yes,no,1
23959,female,36-45,east,travel,online,ajio,4,"amazing experience, highly recommend!",positive,55,no,no,1
23960,other,26-35,south,home & kitchen,online,jiomart,4,fast delivery and great packaging.,positive,4,yes,no,1
23961,other,36-45,central,travel,online,jiomart,2,product stopped working after few days.,negative,17,yes,yes,0
23962,female,60+,north,electronics,online,croma,4,fast delivery and great packaging.,positive,15,yes,no,1
23964,male,26-35,west,sports,online,shopclues,5,excellent product! exceeded expectations.,positive,58,no,no,1
23965,female,36-45,central,electronics,online,flipkart,1,customer service was unhelpful.,negative,14,yes,yes,0
23966,female,26-35,south,home & kitchen,online,zepto,1,product stopped working after few days.,negative,40,yes,yes,0
23967,male,18-25,west,books,online,boat,1,not worth the price.,negative,60,no,yes,0
23968,male,26-35,north,automobile,online,zepto,2,not worth the price.,negative,31,yes,yes,0
23969,female,18-25,west,sports,online,amazon,5,excellent product! exceeded expectations.,positive,9,yes,no,1
23970,male,26-35,east,automobile,online,zepto,2,very disappointed with the quality.,negative,36,yes,yes,0
23972,male,26-35,west,fashion,online,bigbasket,2,product stopped working after few days.,negative,63,no,yes,0
23973,male,46-60,east,sports,online,boat,1,customer service was unhelpful.,negative,18,yes,yes,0
23974,male,60+,south,beauty,online,snapdeal,1,late delivery and poor packaging.,negative,58,no,yes,0
23975,female,60+,west,home & kitchen,online,myntra,4,very satisfied with the quality.,positive,25,yes,no,1
23976,male,36-45,central,electronics,online,tata cliq,4,excellent product! exceeded expectations.,positive,55,no,no,1
23980,other,18-25,central,beauty,online,nykaa,2,not worth the price.,negative,48,no,yes,0
23981,other,60+,west,fashion,online,croma,1,late delivery and poor packaging.,negative,61,no,yes,0
23982,other,46-60,west,travel,online,meesho,5,fast delivery and great packaging.,positive,23,yes,no,1
23983,other,46-60,west,books,online,flipkart,1,not worth the price.,negative,9,yes,yes,0
23985,female,36-45,central,beauty,online,snapdeal,2,customer service was unhelpful.,negative,65,no,yes,0
23986,other,36-45,south,sports,online,facebook marketplace,2,not worth the price.,negative,11,yes,yes,0
23987,other,60+,west,fashion,online,flipkart,1,customer service was unhelpful.,negative,20,yes,yes,0
23988,female,26-35,west,sports,online,nykaa,5,"amazing experience, highly recommend!",positive,35,yes,no,1
23989,male,26-35,east,home & kitchen,online,bigbasket,5,fast delivery and great packaging.,positive,60,no,no,1
23991,female,18-25,east,beauty,online,reliance digital,5,"amazing experience, highly recommend!",positive,71,no,no,1
23993,female,18-25,north,sports,online,zepto,4,very satisfied with the quality.,positive,2,yes,no,1
23994,male,26-35,central,groceries,online,zepto,4,very satisfied with the quality.,positive,3,yes,no,1
23996,female,18-25,east,home & kitchen,online,paytm mall,5,fast delivery and great packaging.,positive,61,no,no,1
23998,other,36-45,north,automobile,online,tata cliq,4,very satisfied with the quality.,positive,48,no,no,1
23999,female,46-60,south,sports,online,shopclues,2,customer service was unhelpful.,negative,23,yes,yes,0
24000,female,26-35,north,automobile,online,others,5,great value for money.,positive,31,yes,no,1
24002,female,46-60,east,automobile,online,lenskart,5,"amazing experience, highly recommend!",positive,31,yes,no,1
24003,female,60+,central,electronics,online,tata cliq,5,"amazing experience, highly recommend!",positive,11,yes,no,1
24004,female,36-45,central,travel,online,snapdeal,5,excellent product! exceeded expectations.,positive,55,no,no,1
24005,other,36-45,west,books,online,jiomart,5,fast delivery and great packaging.,positive,27,yes,no,1
24006,male,60+,central,home & kitchen,online,bigbasket,4,very satisfied with the quality.,positive,19,yes,no,1
24007,male,18-25,south,home & kitchen,online,ajio,5,"amazing experience, highly recommend!",positive,25,yes,no,1
24009,female,36-45,east,travel,online,amazon,2,very disappointed with the quality.,negative,52,no,yes,0
24010,male,26-35,north,electronics,online,jiomart,2,not worth the price.,negative,56,no,yes,0
24011,female,46-60,central,books,online,lenskart,4,"amazing experience, highly recommend!",positive,55,no,no,1
24012,male,60+,north,fashion,online,myntra,4,fast delivery and great packaging.,positive,63,no,no,1
24013,female,60+,central,travel,online,boat,4,great value for money.,positive,20,yes,no,1
24017,male,18-25,east,home & kitchen,online,bigbasket,5,great value for money.,positive,9,yes,no,1
24018,other,60+,west,travel,online,reliance digital,4,excellent product! exceeded expectations.,positive,61,no,no,1
24019,male,18-25,east,sports,online,facebook marketplace,4,very satisfied with the quality.,positive,67,no,no,1
24020,female,36-45,east,home & kitchen,online,amazon,5,excellent product! exceeded expectations.,positive,51,no,no,1
24021,other,36-45,east,travel,online,boat,5,very satisfied with the quality.,positive,20,yes,no,1
24022,other,46-60,north,travel,online,lenskart,2,not worth the price.,negative,59,no,yes,0
24023,male,26-35,west,groceries,online,jiomart,5,"amazing experience, highly recommend!",positive,70,no,no,1
24024,male,46-60,south,groceries,online,reliance digital,4,fast delivery and great packaging.,positive,20,yes,no,1
24026,other,60+,south,beauty,online,shopclues,5,great value for money.,positive,5,yes,no,1
24027,female,18-25,east,home & kitchen,online,ajio,2,very disappointed with the quality.,negative,61,no,yes,0
24028,male,46-60,west,sports,online,nykaa,5,excellent product! exceeded expectations.,positive,69,no,no,1
